ReportDate,API_WELLNO,FileNo,Company,WellName,Quarter,Section,Township,Range,County,FieldName,Pool,Oil,Wtr,Days,Runs,Gas,GasSold,Flared,Lat,Long
06/2019,33053038990000.0,22021.0,EQUINOR ENERGY LP,BILL  14-23 2TFH,SWSW,11.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1111.0,2312.0,30.0,1076.0,1673.0,1553.0,0.0,47.9074264464401,-103.579904322421
06/2019,33053048330000.0,25091.0,EQUINOR ENERGY LP,BILL  14-23 3H,NWNE,14.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1230.0,2861.0,30.0,1258.0,3783.0,3074.0,589.0,47.9045530914511,-103.569154032074
06/2019,33053050010000.0,25645.0,EQUINOR ENERGY LP,BILL  14-23 4TFH,NWNE,14.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1847.0,7485.0,30.0,1882.0,4781.0,3911.0,750.0,47.9045531484913,-103.569031623811
06/2019,33053048340000.0,25092.0,EQUINOR ENERGY LP,BILL  14-23 5TFH,NWNE,14.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1021.0,6238.0,26.0,1014.0,2117.0,1689.0,324.0,47.9045530344109,-103.569276440338
06/2019,33053050000000.0,25644.0,EQUINOR ENERGY LP,BILL  14-23 6H,NWNE,14.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1952.0,3140.0,30.0,1992.0,5559.0,4564.0,875.0,47.9045532055315,-103.568909215547
06/2019,33053039010000.0,22023.0,EQUINOR ENERGY LP,BILL 14-23  1H,SWSW,11.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1392.0,2911.0,30.0,1358.0,6982.0,6793.0,69.0,47.9074840404539,-103.579846783007
06/2019,33053076280000.0,32709.0,EQUINOR ENERGY LP,HEINZ 18-19 XW  #1H,SESW,7.0,151.0,100.0,MCK,ALEXANDER,BAKKEN,17091.0,17176.0,24.0,17012.0,24163.0,23920.0,243.0,47.9070795016772,-103.531755793959
06/2019,33053042390000.0,23319.0,EQUINOR ENERGY LP,PORTER   35-26 #1TFH,SESW,35.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,768.0,2133.0,30.0,683.0,1407.0,1287.0,0.0,47.8491888565863,-103.576798995147
06/2019,33053042400000.0,23320.0,EQUINOR ENERGY LP,PORTER   35-26 #2H,SESW,35.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,870.0,2113.0,30.0,773.0,1544.0,1398.0,26.0,47.8491889134726,-103.576921300683
06/2019,33053042380000.0,23302.0,EQUINOR ENERGY LP,TIMBER CREEK  13-24 1TFH,NENW,13.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1043.0,2339.0,30.0,1120.0,1899.0,1779.0,0.0,47.9051857973339,-103.551310777781
06/2019,33053042370000.0,23301.0,EQUINOR ENERGY LP,TIMBER CREEK  13-24 2H,NENW,13.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1834.0,2815.0,30.0,1791.0,7943.0,7933.0,10.0,47.9051851087079,-103.5511883745
